iter	Logloss
583	0.2667450646
584	0.2665639047
585	0.2662927936
586	0.2659767771
587	0.2657706267
588	0.2656700699
589	0.2653912771
590	0.2652460708
591	0.2650850039
592	0.264988734
593	0.2649083707
594	0.2647970511
595	0.2646759697
596	0.2643129331
597	0.2641118085
598	0.2638480496
599	0.2636755962
600	0.2634917058
601	0.2632788406
602	0.2630358287
603	0.262790698
604	0.2626487301
605	0.2623085744
606	0.2622148254
607	0.2619976604
608	0.2618683137
609	0.2617262287
610	0.261427194
611	0.2612679488
612	0.2610038024
613	0.2607666569
614	0.2605144691
615	0.2602891844
616	0.2599984306
617	0.2598193454
618	0.2596202706
619	0.2594357152
620	0.2590858119
621	0.2589772717
622	0.2585928863
623	0.2581706438
624	0.2578699192
625	0.2576290564
626	0.2574157097
627	0.2569596293
628	0.2566992158
629	0.2564773235
630	0.2563904001
631	0.2562541327
632	0.2560904572
633	0.2559195732
634	0.2556727431
635	0.2554610324
636	0.2553226083
637	0.2551739972
638	0.2549789037
639	0.2547120624
640	0.2546132344
641	0.2543086864
642	0.2541041665
643	0.2538693398
644	0.2535916517
645	0.2533902116
646	0.2532326188
647	0.2530459242
648	0.2528119362
649	0.2525547277
650	0.2524566624
651	0.2521523856
652	0.2518746082
653	0.2515441515
654	0.2513741845
655	0.2511758816
656	0.2508741458
657	0.2507076876
658	0.2505781131
659	0.2505100097
660	0.2501853316
661	0.2500339308
662	0.2498808177
663	0.2496646489
664	0.2493293247
665	0.2491573487
666	0.2489232542
667	0.2488568209
668	0.2486143891
669	0.2483773003
670	0.2482201453
671	0.2481445465
672	0.2480453491
673	0.2478584545
674	0.2477204362
675	0.2476414925
676	0.2473814934
677	0.2471797937
678	0.2470178061
679	0.2468594939
680	0.2465018202
681	0.2463322259
682	0.2461880929
683	0.2460319794
684	0.2459155007
685	0.2457786568
686	0.2455911898
687	0.2453302784
688	0.2451949586
689	0.2450737637
690	0.2448890052
691	0.2445964576
692	0.2444867782
693	0.2443673778
694	0.244213833
695	0.2439370444
696	0.2438278319
697	0.2435800757
698	0.2434456976
699	0.2432474659
700	0.2428013573
701	0.2424086068
702	0.2423574382
703	0.2422899022
704	0.2420831305
705	0.2418674566
706	0.2417138553
707	0.2416065748
708	0.241395482
709	0.2412797904
710	0.2409842565
711	0.2405533592
712	0.240303499
713	0.2401701855
714	0.2399140343
715	0.2397336956
716	0.2396963976
717	0.2395390059
718	0.2392121853
719	0.2390618915
720	0.2389439001
721	0.2385429039
722	0.2383707068
723	0.2382535145
724	0.2381393177
725	0.2379855798
726	0.2377765436
727	0.2376745442
728	0.2375428739
729	0.2373491369
730	0.2370026914
731	0.2368848118
732	0.2367762349
733	0.2366998017
734	0.2364428694
735	0.2363493606
736	0.2361932078
737	0.2358759338
738	0.2356412676
739	0.235437441
740	0.2353556281
741	0.2352407102
742	0.2350888066
743	0.2348338506
744	0.2344996746
745	0.2343514244
746	0.2341342737
747	0.2337581903
748	0.2335932993
749	0.2334626685
750	0.2332622507
751	0.2331015348
752	0.2330065963
753	0.2328590185
754	0.2327142292
755	0.2323644301
756	0.2320817576
757	0.2319190219
758	0.2315920646
759	0.2314517583
760	0.2312555339
761	0.2310544992
762	0.2309143373
763	0.2307786655
764	0.2303174637
765	0.2300101392
766	0.229896284
767	0.2296899493
768	0.2295813419
769	0.2292246401
770	0.2290452985
771	0.2289676324
772	0.2286484256
773	0.2284584603
774	0.2282499664
775	0.2281406709
776	0.2279219439
777	0.2276128101
778	0.2274184384
779	0.2271612089
780	0.2269393588
781	0.2268495554
782	0.2267681803
783	0.2266919196
784	0.2264666858
785	0.226189738
786	0.2261237531
787	0.2260221113
788	0.2259542192
789	0.2257491691
790	0.22557266
791	0.2254360782
792	0.2251974594
793	0.225109947
794	0.2250267335
795	0.2249044595
796	0.2246708419
797	0.2244319622
798	0.2242312505
799	0.2238984369
800	0.2234516309
801	0.2233932785
802	0.2232867852
803	0.2230518407
804	0.222882398
805	0.2226697032
806	0.2225086028
807	0.222338602
808	0.22219593
809	0.221978736
810	0.2216724496
811	0.2214549355
812	0.2211908844
813	0.2208207435
814	0.2206241364
815	0.2204943651
816	0.2203337553
817	0.2202233721
818	0.2199346758
819	0.2197636836
820	0.2196320578
821	0.2195166148
822	0.2193557929
823	0.2192362708
824	0.2190680925
825	0.2188876856
826	0.2188228622
827	0.2187377095
828	0.2185020542
829	0.2184467154
830	0.2182457503
831	0.2179169587
832	0.2177744079
833	0.2176497993
834	0.2174674446
835	0.2171573493
836	0.2170428483
837	0.2168557973
838	0.2167657669
839	0.2165639772
840	0.2164664549
841	0.2163035542
842	0.2161782662
843	0.2160459819
844	0.2159027011
845	0.215710945
846	0.2156211089
847	0.2155514576
848	0.2154780164
849	0.2152789992
850	0.2151651614
851	0.2151018301
852	0.2149208179
853	0.2147438456
854	0.2145937391
855	0.2145380901
856	0.2144657335
857	0.214194515
858	0.2141378209
859	0.2140763718
860	0.2139787838
861	0.2138363951
862	0.2136298571
863	0.2134113398
864	0.2132956262
865	0.2130691332
866	0.212878361
867	0.2126727487
868	0.2125340498
869	0.2122840223
870	0.2120469466
871	0.2118638658
872	0.211749566
873	0.2114516124
874	0.2111775366
875	0.2110100815
876	0.210745974
877	0.2106559708
878	0.2104605377
879	0.2103589702
880	0.2103160103
881	0.2102141058
882	0.2098803073
883	0.2097233287
884	0.2095986038
885	0.2094989067
886	0.2092138727
887	0.2090121987
888	0.2088416302
889	0.208711995
890	0.2085945741
891	0.2084567467
892	0.2083637408
893	0.2082819047
894	0.2081431168
895	0.2079990077
896	0.2078031084
897	0.2076147087
898	0.2074965715
899	0.2074232906
900	0.2073176443
901	0.207196252
902	0.2070280697
903	0.2068952309
904	0.2067908945
905	0.2065923016
906	0.2064879188
907	0.2062347756
908	0.2061212273
909	0.2059688459
910	0.205746421
911	0.2056162674
912	0.205513787
913	0.205461263
914	0.2053514809
915	0.2052184022
916	0.2050330099
917	0.2049049237
918	0.2046656703
919	0.2043993966
920	0.2043420806
921	0.2040998591
922	0.2039344556
923	0.2037581406
924	0.2036367926
925	0.2035197443
926	0.203397983
927	0.2032414287
928	0.2030566183
929	0.2027728196
930	0.20258585
931	0.2025002816
932	0.2023148355
933	0.2022240788
934	0.2021301024
935	0.2020509117
936	0.2019055268
937	0.2018676396
938	0.2016924069
939	0.2016377947
940	0.2014014304
941	0.2012791412
942	0.201201394
943	0.2010983404
944	0.2009463884
945	0.2008588297
946	0.2007579317
947	0.2006769765
948	0.200524507
949	0.2004856425
950	0.2004358665
951	0.2001822719
952	0.1999742183
953	0.1998537688
954	0.1997504501
955	0.1996788436
956	0.1994983343
957	0.1993422785
958	0.1992058893
959	0.198942436
960	0.1987825527
961	0.1986674965
962	0.1986389034
963	0.1985507477
964	0.1984113543
965	0.1983626232
966	0.1981921612
967	0.1979988811
968	0.1979201876
969	0.1977932999
970	0.1976935489
971	0.1975236861
972	0.1974116521
973	0.1972646163
974	0.1971243477
975	0.1969940219
976	0.196943171
977	0.1967681653
978	0.1966438948
979	0.1965434185
980	0.1964753621
981	0.1963268465
982	0.1961553531
983	0.1958981179
984	0.1958360347
985	0.1955453368
986	0.1954170039
987	0.1952516853
988	0.1950590143
989	0.1948965179
990	0.1947814185
991	0.1945361983
992	0.1944755813
993	0.1943506103
994	0.1942585143
995	0.1941884826
996	0.1939929693
997	0.1938128326
998	0.193629384
999	0.1935149228
